Entry	WormBase	Gene Names	Organism
A0A078BPH7	C30G4.4d;	C30G4.4 CELE_C30G4.4	Caenorhabditis elegans
A0A078BPH9	F10C1.9b;	CELE_F10C1.9 F10C1.9	Caenorhabditis elegans
A0A078BPI1	C30G4.4i;	C30G4.4 CELE_C30G4.4	Caenorhabditis elegans
A0A078BPI4	F38C2.1c;	CELE_F38C2.1 F38C2.1	Caenorhabditis elegans
A0A078BPI6	C30G4.4n;	C30G4.4 CELE_C30G4.4	Caenorhabditis elegans
A0A078BPI8	Y73F8A.26b;	CELE_Y73F8A.26 Y73F8A.26	Caenorhabditis elegans
A0A078BPJ1	C30G4.4s;	C30G4.4 CELE_C30G4.4	Caenorhabditis elegans
A0A078BPJ4	W03D8.6e;	itx-1 CELE_W03D8.6 W03D8.6	Caenorhabditis elegans
A0A078BPJ6	Y105C5A.15e;	CELE_Y105C5A.15 Y105C5A.15	Caenorhabditis elegans
A0A078BPK0	Y40H7A.4c;	CELE_Y40H7A.4 Y40H7A.4	Caenorhabditis elegans
A0A078BPK1	F38C2.1b;	CELE_F38C2.1 F38C2.1	Caenorhabditis elegans
A0A078BPK7	Y73F8A.25f;	ntl-11 CELE_Y73F8A.25 Y73F8A.25	Caenorhabditis elegans
A0A078BPL3	W03D8.6d;	itx-1 CELE_W03D8.6 W03D8.6	Caenorhabditis elegans
A0A078BPL6	Y105C5B.8b;	CELE_Y105C5B.8 Y105C5B.8	Caenorhabditis elegans
A0A078BPM8	F32B5.7b;	CELE_F32B5.7 F32B5.7	Caenorhabditis elegans
A0A078BPN3	Y105C5B.6d;	srv-15 CELE_Y105C5B.6 Y105C5B.6	Caenorhabditis elegans
A0A078BQH5	M199.136;	CELE_M199.136 M199.136	Caenorhabditis elegans
A0A078BQH9	Y71F9B.6d;	CELE_Y71F9B.6 Y71F9B.6	Caenorhabditis elegans
A0A078BQI3	Y71F9B.10e;	sop-3 CELE_Y71F9B.10 Y71F9B.10	Caenorhabditis elegans
A0A078BQI6	C17H1.13b;	pals-11 C17H1.13 CELE_C17H1.13	Caenorhabditis elegans
A0A078BQJ0	W10C8.1a;	ccb-2 CELE_W10C8.1 W10C8.1	Caenorhabditis elegans
A0A078BQJ2	C11H1.7b;	C11H1.7 CELE_C11H1.7	Caenorhabditis elegans
A0A078BQJ7	C30G4.4f;	C30G4.4 CELE_C30G4.4	Caenorhabditis elegans
A0A078BQK0	C30G4.4k;	C30G4.4 CELE_C30G4.4	Caenorhabditis elegans
A0A078BQK4	C30G4.4p;	C30G4.4 CELE_C30G4.4	Caenorhabditis elegans
A0A078BQL1	Y41E3.7h;	CELE_Y41E3.7 Y41E3.7	Caenorhabditis elegans
A0A078BQL6	F38C2.1d;	CELE_F38C2.1 F38C2.1	Caenorhabditis elegans
A0A078BQM0	Y65A5A.1b;	CELE_Y65A5A.1 Y65A5A.1	Caenorhabditis elegans
A0A078BQM5	W03D8.14;	CELE_W03D8.14 W03D8.14	Caenorhabditis elegans
A0A078BQN0	B0207.5a;	B0207.5 CELE_B0207.5	Caenorhabditis elegans
A0A078BS18	Y71F9B.8e;	lron-11 CELE_Y71F9B.8 Y71F9B.8	Caenorhabditis elegans
A0A078BS22	Y71F9B.16b;	dnj-30 CELE_Y71F9B.16 Y71F9B.16	Caenorhabditis elegans
A0A078BS27	C26E6.7d;	eri-9 C26E6.7 CELE_C26E6.7	Caenorhabditis elegans
A0A078BS31	Y51H4A.25d;	CELE_Y51H4A.25 Y51H4A.25	Caenorhabditis elegans
A0A078BS36	C16D6.2c;	npr-4 C16D6.2 CELE_C16D6.2	Caenorhabditis elegans
A0A078BS39	C30G4.4h;	C30G4.4 CELE_C30G4.4	Caenorhabditis elegans
A0A078BS43	C30G4.4m;	C30G4.4 CELE_C30G4.4	Caenorhabditis elegans
A0A078BS47	C30G4.4r;	C30G4.4 CELE_C30G4.4	Caenorhabditis elegans
A0A078BS51	Y105C5A.15c;	CELE_Y105C5A.15 Y105C5A.15	Caenorhabditis elegans
A0A078BS54	C07H4.1b;	C07H4.1 CELE_C07H4.1	Caenorhabditis elegans
A0A078BS67	Y40H7A.2b;Y40H7A.3b;	CELE_Y40H7A.2 CELE_Y40H7A.3 Y40H7A.2 Y40H7A.3	Caenorhabditis elegans
A0A078BS77	C07H6.9b;	C07H6.9 CELE_C07H6.9	Caenorhabditis elegans
A0A078BS80	Y105C5B.6c;	srv-15 CELE_Y105C5B.6 Y105C5B.6	Caenorhabditis elegans
A0A078BTI5	Y71F9B.2b;	CELE_Y71F9B.2 Y71F9B.2	Caenorhabditis elegans
A0A078BTI7	Y71F9B.6e;	CELE_Y71F9B.6 Y71F9B.6	Caenorhabditis elegans
A0A078BTJ0	Y71F9B.10f;	sop-3 CELE_Y71F9B.10 Y71F9B.10	Caenorhabditis elegans
A0A078BTJ4	C26E6.7c;	eri-9 C26E6.7 CELE_C26E6.7	Caenorhabditis elegans
A0A078BTJ7	W10C8.1b;	ccb-2 CELE_W10C8.1 W10C8.1	Caenorhabditis elegans
A0A078BTK0	C16D6.2d;	npr-4 C16D6.2 CELE_C16D6.2	Caenorhabditis elegans
A0A078BTK3	C30G4.4g;	C30G4.4 CELE_C30G4.4	Caenorhabditis elegans
A0A078BTK6	C30G4.4l;	C30G4.4 CELE_C30G4.4	Caenorhabditis elegans
A0A078BTK9	C30G4.4q;	C30G4.4 CELE_C30G4.4	Caenorhabditis elegans
A0A078BTL3	Y105C5A.9b;	CELE_Y105C5A.9 Y105C5A.9	Caenorhabditis elegans
A0A078BTL4	Y41E3.8b;	CELE_Y41E3.8 Y41E3.8	Caenorhabditis elegans
A0A078BTM3	Y65A5A.2c;	CELE_Y65A5A.2 Y65A5A.2	Caenorhabditis elegans
A0A078BTM6	C13A10.1b;	C13A10.1 CELE_C13A10.1	Caenorhabditis elegans
A0A078BTN1	B0207.5b;	B0207.5 CELE_B0207.5	Caenorhabditis elegans
A0A0B7H0Y9	F10D2.3;	sre-10 CELE_F10D2.3 F10D2.3	Caenorhabditis elegans
A0A0B7H2U2	C31B8.3;	srh-146 C31B8.3 CELE_C31B8.3	Caenorhabditis elegans
A0A0B7H3M6	C14C6.11;	sri-72 C14C6.11 CELE_C14C6.11	Caenorhabditis elegans
A0A0F6YQF6	F29C4.8f;	col-99 CELE_F29C4.8 F29C4.8	Caenorhabditis elegans
A0A0K2WN06	Y106G6D.5b;	CELE_Y106G6D.5 Y106G6D.5	Caenorhabditis elegans
A0A0K2WN07	Y49C4A.7;	srj-52 CELE_Y49C4A.7 Y49C4A.7	Caenorhabditis elegans
A0A0K2WNK1	Y106G6D.5a;	CELE_Y106G6D.5 Y106G6D.5	Caenorhabditis elegans
A0A0K2WPR7	Y52B11A.11;	CELE_Y52B11A.11 Y52B11A.11	Caenorhabditis elegans
A0A0K3AQM0	F25H5.1i;	lim-9 CELE_F25H5.1 F25H5.1	Caenorhabditis elegans
A0A0K3AQM5	K07A12.5c;	CELE_K07A12.5 K07A12.5	Caenorhabditis elegans
A0A0K3AQN0	Y105E8A.25b;	rhgf-3 CELE_Y105E8A.25 Y105E8A.25	Caenorhabditis elegans
A0A0K3AQP4	F25H5.1g;	lim-9 CELE_F25H5.1 F25H5.1	Caenorhabditis elegans
A0A0K3AQP8	K07A12.5d;	CELE_K07A12.5 K07A12.5	Caenorhabditis elegans
A0A0K3AQQ6	M05B5.3a;	CELE_M05B5.3 M05B5.3	Caenorhabditis elegans
A0A0K3AQR2	T10E9.9b;	acdh-4 CELE_T10E9.9 T10E9.9	Caenorhabditis elegans
A0A0K3AQR5	T28F2.2b;	CELE_T28F2.2 T28F2.2	Caenorhabditis elegans
A0A0K3AQS0	W05F2.8b;	CELE_W05F2.8 W05F2.8	Caenorhabditis elegans
A0A0K3AQS4	Y105E8A.25e;	rhgf-3 CELE_Y105E8A.25 Y105E8A.25	Caenorhabditis elegans
A0A0K3AQS9	Y105E8B.1m;	lev-11 CELE_Y105E8B.1 Y105E8B.1	Caenorhabditis elegans
A0A0K3AQT4	Y105E8B.1r;	lev-11 CELE_Y105E8B.1 Y105E8B.1	Caenorhabditis elegans
A0A0K3AQT9	Y47G6A.23b;	lpd-3 CELE_Y47G6A.23 Y47G6A.23	Caenorhabditis elegans
A0A0K3AQW3	B0432.7a;	B0432.7 CELE_B0432.7	Caenorhabditis elegans
A0A0K3AQX8	C04A2.3p;	egl-27 C04A2.3 CELE_C04A2.3	Caenorhabditis elegans
A0A0K3AQZ1	C34F11.9d;	dsh-1 C34F11.9 CELE_C34F11.9	Caenorhabditis elegans
A0A0K3AQZ6	C50D2.6c;	C50D2.6 CELE_C50D2.6	Caenorhabditis elegans
A0A0K3AR10	F26H11.2n;	nurf-1 CELE_F26H11.2 F26H11.2	Caenorhabditis elegans
A0A0K3AR19	F54H5.14;	CELE_F54H5.14 F54H5.14	Caenorhabditis elegans
A0A0K3AR23	F59E12.17;	CELE_F59E12.17 F59E12.17	Caenorhabditis elegans
A0A0K3AR25	K06A1.2a;	CELE_K06A1.2 K06A1.2	Caenorhabditis elegans
A0A0K3AR32	R03D7.5b;	gskl-1 CELE_R03D7.5 R03D7.5	Caenorhabditis elegans
A0A0K3AR42	T01D1.2u;	etr-1 CELE_T01D1.2 T01D1.2	Caenorhabditis elegans
A0A0K3AR48	T01D1.5;	CELE_T01D1.5 T01D1.5	Caenorhabditis elegans
A0A0K3AR51	F22G12.5c;	CELE_F22G12.5 F22G12.5	Caenorhabditis elegans
A0A0K3AR55	T19H5.1a;	chil-25 CELE_T19H5.1 T19H5.1	Caenorhabditis elegans
A0A0K3AR57	K07A12.5a;	CELE_K07A12.5 K07A12.5	Caenorhabditis elegans
A0A0K3AR66	Y52E8A.4a;	plep-1 CELE_Y52E8A.4 Y52E8A.4	Caenorhabditis elegans
A0A0K3AR82	BE0003N10.6b;	BE0003N10.6 CELE_BE0003N10.6	Caenorhabditis elegans
A0A0K3AR87	C56G7.3c;	elmd-1 C56G7.3 CELE_C56G7.3	Caenorhabditis elegans
A0A0K3AR92	F35G12.5b;	CELE_F35G12.5 F35G12.5	Caenorhabditis elegans
A0A0K3AR97	H06I04.1e;	ccep-135 CELE_H06I04.1 H06I04.1	Caenorhabditis elegans
A0A0K3ARA6	W01B11.5d;	pqn-72 CELE_W01B11.5 W01B11.5	Caenorhabditis elegans
A0A0K3ARB1	Y105E8A.25c;	rhgf-3 CELE_Y105E8A.25 Y105E8A.25	Caenorhabditis elegans
A0A0K3ARB4	Y111B2A.14f;	pqn-80 CELE_Y111B2A.14 Y111B2A.14	Caenorhabditis elegans
A0A0K3ARB5	Y105E8B.1k;	lev-11 CELE_Y105E8B.1 Y105E8B.1	Caenorhabditis elegans
A0A0K3ARB9	Y111B2A.14k;	pqn-80 CELE_Y111B2A.14 Y111B2A.14	Caenorhabditis elegans
A0A0K3ARC0	Y105E8B.1p;	lev-11 CELE_Y105E8B.1 Y105E8B.1	Caenorhabditis elegans
A0A0K3ARC4	Y111B2A.14p;	pqn-80 CELE_Y111B2A.14 Y111B2A.14	Caenorhabditis elegans
A0A0K3ARC6	Y44E3A.1d;	CELE_Y44E3A.1 Y44E3A.1	Caenorhabditis elegans
A0A0K3ARD8	Y55B1BR.6a;	CELE_Y55B1BR.6 Y55B1BR.6	Caenorhabditis elegans
A0A0K3ARE1	ZC308.1f;	gld-2 CELE_ZC308.1 ZC308.1	Caenorhabditis elegans
A0A0K3ARE2	Y55B1BR.6f;	CELE_Y55B1BR.6 Y55B1BR.6	Caenorhabditis elegans
A0A0K3ARE8	Y55D5A.5g;	daf-2 CELE_Y55D5A.5 Y55D5A.5	Caenorhabditis elegans
A0A0K3ARF3	ZK112.2d;	ncl-1 CELE_ZK112.2 ZK112.2	Caenorhabditis elegans
A0A0K3ARF6	C03H5.7b;	C03H5.7 CELE_C03H5.7	Caenorhabditis elegans
A0A0K3ARG5	B0001.8c;	B0001.8 CELE_B0001.8	Caenorhabditis elegans
A0A0K3ARH0	C30H6.1i;	clec-199 C30H6.1 CELE_C30H6.1	Caenorhabditis elegans
A0A0K3ARH1	C17G10.13;	C17G10.13 CELE_C17G10.13	Caenorhabditis elegans
A0A0K3ARH5	C30H6.1n;	clec-199 C30H6.1 CELE_C30H6.1	Caenorhabditis elegans
A0A0K3ARI1	C24H12.5e;	dnsn-1 C24H12.5 CELE_C24H12.5	Caenorhabditis elegans
A0A0K3ARI2	C49C3.4c;	C49C3.4 CELE_C49C3.4	Caenorhabditis elegans
A0A0K3ARI6	C50D2.1b;	C50D2.1 CELE_C50D2.1	Caenorhabditis elegans
A0A0K3ARI7	F26D10.12c;	clec-196 CELE_F26D10.12 F26D10.12	Caenorhabditis elegans
A0A0K3ARJ1	D1069.3c;	CELE_D1069.3 D1069.3	Caenorhabditis elegans
A0A0K3ARJ4	T06A10.3b;	gtsf-1 CELE_T06A10.3 T06A10.3	Caenorhabditis elegans
A0A0K3ARK1	F26H11.2l;	nurf-1 CELE_F26H11.2 F26H11.2	Caenorhabditis elegans
A0A0K3ARK4	Y116A8C.25c;	CELE_Y116A8C.25 Y116A8C.25	Caenorhabditis elegans
A0A0K3ARL4	F57C2.5c;	CELE_F57C2.5 F57C2.5	Caenorhabditis elegans
A0A0K3ARM0	K01A2.4b;	CELE_K01A2.4 K01A2.4	Caenorhabditis elegans
A0A0K3ARM6	K10B2.1d;	lin-23 CELE_K10B2.1 K10B2.1	Caenorhabditis elegans
A0A0K3ARN3	K02E2.7c;	CELE_K02E2.7 K02E2.7	Caenorhabditis elegans
A0A0K3ARN9	Y50D4B.1a;	CELE_Y50D4B.1 Y50D4B.1	Caenorhabditis elegans
A0A0K3ARQ0	T01D1.2x;	etr-1 CELE_T01D1.2 T01D1.2	Caenorhabditis elegans
A0A0K3ARQ1	B0348.10;	B0348.10 CELE_B0348.10	Caenorhabditis elegans
A0A0K3ARQ4	T14B4.8b;	CELE_T14B4.8 T14B4.8	Caenorhabditis elegans
A0A0K3ARQ9	T25D3.4c;	CELE_T25D3.4 T25D3.4	Caenorhabditis elegans
A0A0K3ARR4	Y43H11AL.2b;	laat-1 CELE_Y43H11AL.2 Y43H11AL.2	Caenorhabditis elegans
A0A0K3ARR9	ZK1067.6b;	sym-2 CELE_ZK1067.6 ZK1067.6	Caenorhabditis elegans
A0A0K3ARS2	ZK112.2b;	ncl-1 CELE_ZK112.2 ZK112.2	Caenorhabditis elegans
A0A0K3ARS9	BE0003N10.3b;	fbxo-11.2 BE0003N10.3 CELE_BE0003N10.3	Caenorhabditis elegans
A0A0K3ART0	B0554.7a;	B0554.7 CELE_B0554.7	Caenorhabditis elegans
A0A0K3ART4	BE0003N10.6e;	BE0003N10.6 CELE_BE0003N10.6	Caenorhabditis elegans
A0A0K3ART6	C05E4.14e;	srh-2 C05E4.14 CELE_C05E4.14	Caenorhabditis elegans
A0A0K3ARU0	C05E4.14j;	srh-2 C05E4.14 CELE_C05E4.14	Caenorhabditis elegans
A0A0K3ARU4	F48E8.8c;	CELE_F48E8.8 F48E8.8	Caenorhabditis elegans
A0A0K3ARU7	C05E4.6b;	str-134 C05E4.6 CELE_C05E4.6	Caenorhabditis elegans
A0A0K3ARU9	R01H2.4b;	CELE_R01H2.4 R01H2.4	Caenorhabditis elegans
A0A0K3ARV3	C38C3.6b;	C38C3.6 CELE_C38C3.6	Caenorhabditis elegans
A0A0K3ARV6	R151.1d;	CELE_R151.1 R151.1	Caenorhabditis elegans
A0A0K3ARW0	C45H4.11b;	srbc-20 C45H4.11 CELE_C45H4.11	Caenorhabditis elegans
A0A0K3ARW1	Y111B2A.14d;	pqn-80 CELE_Y111B2A.14 Y111B2A.14	Caenorhabditis elegans
A0A0K3ARW5	Y111B2A.14i;	pqn-80 CELE_Y111B2A.14 Y111B2A.14	Caenorhabditis elegans
A0A0K3ARW6	DC2.3e;	lec-12 CELE_DC2.3 DC2.3	Caenorhabditis elegans
A0A0K3ARX0	Y111B2A.14n;	pqn-80 CELE_Y111B2A.14 Y111B2A.14	Caenorhabditis elegans
A0A0K3ARX5	Y39A1A.21c;	CELE_Y39A1A.21 Y39A1A.21	Caenorhabditis elegans
A0A0K3ARX8	F16B4.1b;	nhr-177 CELE_F16B4.1 F16B4.1	Caenorhabditis elegans
A0A0K3ARY0	Y54F10AM.2d;	feh-1 CELE_Y54F10AM.2 Y54F10AM.2	Caenorhabditis elegans
A0A0K3ARY5	Y55B1BR.6d;	CELE_Y55B1BR.6 Y55B1BR.6	Caenorhabditis elegans
A0A0K3ARY7	F16H6.4b;	CELE_F16H6.4 F16H6.4	Caenorhabditis elegans
A0A0K3ARZ7	F31F4.15a;	fbxa-72 CELE_F31F4.15 F31F4.15	Caenorhabditis elegans
A0A0K3ARZ8	Y82E9BR.32;	pals-21 CELE_Y82E9BR.32 Y82E9BR.32	Caenorhabditis elegans
A0A0K3AS00	F33E11.6c;	phf-10 CELE_F33E11.6 F33E11.6	Caenorhabditis elegans
A0A0K3AS01	ZK112.2h;	ncl-1 CELE_ZK112.2 ZK112.2	Caenorhabditis elegans
A0A0K3AS04	ZK652.6c;	kcmf-1 CELE_ZK652.6 ZK652.6	Caenorhabditis elegans
A0A0K3AS05	F36H9.2b;	CELE_F36H9.2 F36H9.2	Caenorhabditis elegans
A0A0K3AS08	C30H6.1g;	clec-199 C30H6.1 CELE_C30H6.1	Caenorhabditis elegans
A0A0K3AS09	F48G7.11b;	nhr-190 CELE_F48G7.11 F48G7.11	Caenorhabditis elegans
A0A0K3AS12	C30H6.1l;	clec-199 C30H6.1 CELE_C30H6.1	Caenorhabditis elegans
A0A0K3AS13	F48G7.6d;	srt-17 CELE_F48G7.6 F48G7.6	Caenorhabditis elegans
A0A0K3AS16	C30H6.1q;	clec-199 C30H6.1 CELE_C30H6.1	Caenorhabditis elegans
A0A0K3AS20	F11E6.10b;	CELE_F11E6.10 F11E6.10	Caenorhabditis elegans
A0A0K3AS23	T02D1.6b;	npr-26 CELE_T02D1.6 T02D1.6	Caenorhabditis elegans
A0A0K3AS33	Y116A8C.25f;	CELE_Y116A8C.25 Y116A8C.25	Caenorhabditis elegans
A0A0K3AS38	Y116A8C.470;	CELE_Y116A8C.470 Y116A8C.470	Caenorhabditis elegans
A0A0K3AS47	F56E10.1a;	picd-1 CELE_F56E10.1 F56E10.1	Caenorhabditis elegans
A0A0K3AS51	Y2H9A.4d;	CELE_Y2H9A.4 Y2H9A.4	Caenorhabditis elegans
A0A0K3AS53	F53H2.1b;	CELE_F53H2.1 F53H2.1	Caenorhabditis elegans
A0A0K3AS56	F59A7.5c;	CELE_F59A7.5 F59A7.5	Caenorhabditis elegans
A0A0K3AS61	H24K24.2d;	CELE_H24K24.2 H24K24.2	Caenorhabditis elegans
A0A0K3AS68	K04A8.6b;	dre-1 CELE_K04A8.6 K04A8.6	Caenorhabditis elegans
A0A0K3AS76	K10C9.4a;	CELE_K10C9.4 K10C9.4	Caenorhabditis elegans
A0A0K3AS87	M02H5.6d;	nhr-98 CELE_M02H5.6 M02H5.6	Caenorhabditis elegans
A0A0K3AS93	R02C2.3c;	oac-39 CELE_R02C2.3 R02C2.3	Caenorhabditis elegans
A0A0K3AS96	C05E4.13b;	str-262 C05E4.13 CELE_C05E4.13	Caenorhabditis elegans
A0A0K3AS98	R09A1.2a;	pei-2 CELE_R09A1.2 R09A1.2	Caenorhabditis elegans
A0A0K3ASA1	C05E4.14h;	srh-2 C05E4.14 CELE_C05E4.14	Caenorhabditis elegans
A0A0K3ASA3	R09B5.3b;	cnc-2 CELE_R09B5.3 R09B5.3	Caenorhabditis elegans
A0A0K3ASA6	R12A1.3b;	CELE_R12A1.3 R12A1.3	Caenorhabditis elegans
A0A0K3ASB0	T02B11.11;	srlf-21 CELE_T02B11.11 T02B11.11	Caenorhabditis elegans
A0A0K3ASB3	C05E4.2b;	str-20 C05E4.2 CELE_C05E4.2	Caenorhabditis elegans
A0A0K3ASB4	T06A1.7b;	fipr-25 CELE_T06A1.7 T06A1.7	Caenorhabditis elegans
A0A0K3ASB6	T10B5.4a;	CELE_T10B5.4 T10B5.4	Caenorhabditis elegans
A0A0K3ASC1	C39F7.1c;	C39F7.1 CELE_C39F7.1	Caenorhabditis elegans
A0A0K3ASC7	DC2.3c;	lec-12 CELE_DC2.3 DC2.3	Caenorhabditis elegans
A0A0K3ASC9	W03F9.4b;	CELE_W03F9.4 W03F9.4	Caenorhabditis elegans
A0A0K3ASD6	F16B4.11d;	nhr-179 CELE_F16B4.11 F16B4.11	Caenorhabditis elegans
A0A0K3ASD7	Y32G9A.2d;	CELE_Y32G9A.2 Y32G9A.2	Caenorhabditis elegans
A0A0K3ASE1	Y32G9A.6e;	nphp-2 CELE_Y32G9A.6 Y32G9A.6	Caenorhabditis elegans
A0A0K3ASE6	Y38C9A.2b;	cgp-1 CELE_Y38C9A.2 Y38C9A.2	Caenorhabditis elegans
A0A0K3ASE9	F22F7.4c;	CELE_F22F7.4 F22F7.4	Caenorhabditis elegans
A0A0K3ASF2	Y39D8B.1a;	mltn-7 CELE_Y39D8B.1 Y39D8B.1	Caenorhabditis elegans
A0A0K3ASF6	Y40B10A.5a;	CELE_Y40B10A.5 Y40B10A.5	Caenorhabditis elegans
A0A0K3ASF7	F31F4.13b;	sru-24 CELE_F31F4.13 F31F4.13	Caenorhabditis elegans
A0A0K3ASG0	Y40B10A.9b;	CELE_Y40B10A.9 Y40B10A.9	Caenorhabditis elegans
A0A0K3ASG1	F33E11.2a;	CELE_F33E11.2 F33E11.2	Caenorhabditis elegans
A0A0K3ASH0	Y46H3C.2b;	srw-99 CELE_Y46H3C.2 Y46H3C.2	Caenorhabditis elegans
A0A0K3ASH2	F40A3.3c;	CELE_F40A3.3 F40A3.3	Caenorhabditis elegans
A0A0K3ASH4	Y50D4A.4b;	CELE_Y50D4A.4 Y50D4A.4	Caenorhabditis elegans
A0A0K3ASH7	F48G7.6b;	srt-17 CELE_F48G7.6 F48G7.6	Caenorhabditis elegans
A0A0K3ASH9	Y50D4B.4a;	CELE_Y50D4B.4 Y50D4B.4	Caenorhabditis elegans
A0A0K3ASI0	Y50D4B.4f;	CELE_Y50D4B.4 Y50D4B.4	Caenorhabditis elegans
A0A0K3ASI3	F52F10.4b;	oac-32 CELE_F52F10.4 F52F10.4	Caenorhabditis elegans
A0A0K3ASI4	Y50D4C.1g;	unc-34 CELE_Y50D4C.1 Y50D4C.1	Caenorhabditis elegans
A0A0K3ASI8	Y61A9LA.7a;	CELE_Y61A9LA.7 Y61A9LA.7	Caenorhabditis elegans
A0A0K3ASJ8	Y75B7AL.4g;	rga-4 CELE_Y75B7AL.4 Y75B7AL.4	Caenorhabditis elegans
A0A0K3ASK2	ZK6.10c;	dod-19 CELE_ZK6.10 ZK6.10	Caenorhabditis elegans
A0A0K3ASK8	ZK697.2c;	nhr-256 CELE_ZK697.2 ZK697.2	Caenorhabditis elegans
A0A0K3ASL2	C44H4.7c;	eor-2 C44H4.7 CELE_C44H4.7	Caenorhabditis elegans
A0A0K3ASL6	F56E10.2c;	daam-1 CELE_F56E10.2 F56E10.2	Caenorhabditis elegans
A0A0K3ASM1	H24K24.2b;	CELE_H24K24.2 H24K24.2	Caenorhabditis elegans
A0A0K3ASM7	H24K24.4d;	trm-2a trm-2A CELE_H24K24.4 H24K24.4	Caenorhabditis elegans
A0A0K3ASM8	C23F12.1g;	fln-2 C23F12.1 CELE_C23F12.1	Caenorhabditis elegans
A0A0K3ASN1	K04A8.4c;	twk-10 CELE_K04A8.4 K04A8.4	Caenorhabditis elegans
A0A0K3ASN4	C23F12.1l;	fln-2 C23F12.1 CELE_C23F12.1	Caenorhabditis elegans
A0A0K3ASN8	K04F1.9b;	CELE_K04F1.9 K04F1.9	Caenorhabditis elegans
A0A0K3ASN9	C23F12.1q;	fln-2 C23F12.1 CELE_C23F12.1	Caenorhabditis elegans
A0A0K3ASP1	K09C6.3b;	CELE_K09C6.3 K09C6.3	Caenorhabditis elegans
A0A0K3ASR1	M02H5.6a;	nhr-98 CELE_M02H5.6 M02H5.6	Caenorhabditis elegans
A0A0K3ASR2	F57C7.1c;	bet-2 CELE_F57C7.1 F57C7.1	Caenorhabditis elegans
A0A0K3ASR6	R02C2.3a;	oac-39 CELE_R02C2.3 R02C2.3	Caenorhabditis elegans
A0A0K3ASS5	R09A1.1c;	ergo-1 CELE_R09A1.1 R09A1.1	Caenorhabditis elegans
A0A0K3AST2	R04A9.9b;	CELE_R04A9.9 R04A9.9	Caenorhabditis elegans
A0A0K3AST3	R09A1.5b;	flp-34 CELE_R09A1.5 R09A1.5	Caenorhabditis elegans
A0A0K3AST9	T05A10.5b;	vap-2 CELE_T05A10.5 T05A10.5	Caenorhabditis elegans
A0A0K3ASU2	R13D11.6b;	srab-16 CELE_R13D11.6 R13D11.6	Caenorhabditis elegans
A0A0K3ASU6	T06A1.4b;	glb-25 CELE_T06A1.4 T06A1.4	Caenorhabditis elegans
A0A0K3ASU7	W01H2.3c;	rab-37 CELE_W01H2.3 W01H2.3	Caenorhabditis elegans
A0A0K3ASV3	T10B5.10b;	CELE_T10B5.10 T10B5.10	Caenorhabditis elegans
A0A0K3ASV9	T10B5.4d;	CELE_T10B5.4 T10B5.4	Caenorhabditis elegans
A0A0K3ASW7	T21H3.4c;	cutl-22 CELE_T21H3.4 T21H3.4	Caenorhabditis elegans
A0A0K3ASX2	W02G9.2c;	kel-8 CELE_W02G9.2 W02G9.2	Caenorhabditis elegans
A0A0K3ASX8	Y108G3AL.1c;	cul-3 CELE_Y108G3AL.1 Y108G3AL.1	Caenorhabditis elegans
A0A0K3ASY3	Y32G9A.2b;	CELE_Y32G9A.2 Y32G9A.2	Caenorhabditis elegans
A0A0K3ASY8	Y32G9A.6c;	nphp-2 CELE_Y32G9A.6 Y32G9A.6	Caenorhabditis elegans
A0A0K3ASZ5	Y32G9B.1d;	CELE_Y32G9B.1 Y32G9B.1	Caenorhabditis elegans
A0A0K3AT01	Y39B6A.40c;	sws-1 CELE_Y39B6A.40 Y39B6A.40	Caenorhabditis elegans
A0A0K3AT05	Y40B10A.2b;	comt-3 CELE_Y40B10A.2 Y40B10A.2	Caenorhabditis elegans
A0A0K3AT08	Y40B10A.5d;	CELE_Y40B10A.5 Y40B10A.5	Caenorhabditis elegans
A0A0K3AT14	Y46H3A.4b;	CELE_Y46H3A.4 Y46H3A.4	Caenorhabditis elegans
A0A0K3AT19	Y46H3C.1a;	srw-100 CELE_Y46H3C.1 Y46H3C.1	Caenorhabditis elegans
A0A0K3AT22	Y50D4A.1c;	CELE_Y50D4A.1 Y50D4A.1	Caenorhabditis elegans
A0A0K3AT27	Y50D4B.1d;	CELE_Y50D4B.1 Y50D4B.1	Caenorhabditis elegans
A0A0K3AT32	Y50D4B.4d;	CELE_Y50D4B.4 Y50D4B.4	Caenorhabditis elegans
A0A0K3AT36	Y50D4C.1e;	unc-34 CELE_Y50D4C.1 Y50D4C.1	Caenorhabditis elegans
A0A0K3AT40	Y50D4C.4c;	sqv-6 CELE_Y50D4C.4 Y50D4C.4	Caenorhabditis elegans
A0A0K3AT43	Y75B7AL.1a;	glb-33 CELE_Y75B7AL.1 Y75B7AL.1	Caenorhabditis elegans
A0A0K3AT49	Y75B7AL.4e;	rga-4 CELE_Y75B7AL.4 Y75B7AL.4	Caenorhabditis elegans
A0A0K3AT53	ZC196.6b;	droe-8 CELE_ZC196.6 ZC196.6	Caenorhabditis elegans
A0A0K3AT59	ZK697.13b;	srw-101 CELE_ZK697.13 ZK697.13	Caenorhabditis elegans
A0A0K3AT65	F52E10.4b;	CELE_F52E10.4 F52E10.4	Caenorhabditis elegans
A0A0K3AT74	C23F12.1e;	fln-2 C23F12.1 CELE_C23F12.1	Caenorhabditis elegans
